,Fecha Alta,Tipo,Operación
762,2004-09-27,Piso,Alquiler
763,2004-09-27,Oficina,Alquiler
764,2004-09-28,Local,Alquiler
765,2004-09-29,Piso,Alquiler
766,2004-09-29,Piso,Alquiler
767,2004-09-29,Piso,Venta
768,2004-10-02,Casa,Venta
769,2004-10-04,Oficina,Venta
770,2004-10-04,Industrial,Venta
771,2004-10-04,Suelo,Venta
772,2004-10-04,Suelo,Venta
773,2004-10-05,Local,Alquiler
774,2004-10-05,Local,Venta
775,2004-10-05,Parking,Venta
776,2004-10-05,Suelo,Alquiler
777,2004-10-06,Local,Alquiler
778,2004-10-06,Local,Alquiler
779,2004-10-06,Local,Venta
780,2004-10-06,Suelo,Alquiler
781,2004-10-06,Suelo,Venta
782,2004-10-06,Oficina,Alquiler
783,2004-10-06,Parking,Alquiler
784,2004-10-06,Casa,Alquiler
785,2004-10-06,Parking,Venta
786,2004-10-06,Casa,Venta
787,2004-10-07,Casa,Venta
788,2004-10-07,Piso,Venta
789,2004-10-07,Piso,Venta
790,2004-10-08,Industrial,Venta
791,2004-10-08,Piso,Venta
792,2004-10-08,Piso,Venta
793,2004-10-10,Oficina,Venta
794,2004-10-10,Casa,Alquiler
795,2004-10-10,Casa,Alquiler
796,2004-10-11,Oficina,Venta
797,2004-10-11,Piso,Venta
798,2004-10-11,Suelo,Alquiler
799,2004-10-12,Local,Alquiler
800,2004-10-13,Local,Alquiler
801,2004-10-13,Suelo,Venta
802,2004-10-13,Local,Alquiler
803,2004-10-13,Industrial,Venta
804,2004-10-14,Piso,Alquiler
805,2004-10-14,Oficina,Venta
806,2004-10-15,Suelo,Alquiler
807,2004-10-15,Oficina,Alquiler
808,2004-10-15,Casa,Venta
809,2004-10-15,Industrial,Venta
810,2004-10-16,Industrial,Venta
811,2004-10-16,Oficina,Venta
812,2004-10-17,Casa,Venta
813,2004-10-17,Oficina,Alquiler
814,2004-10-17,Industrial,Venta
815,2004-10-18,Parking,Alquiler
816,2004-10-18,Suelo,Alquiler
817,2004-10-18,Suelo,Alquiler
818,2004-10-19,Parking,Venta
819,2004-10-19,Piso,Alquiler
820,2004-10-19,Parking,Venta
821,2004-10-20,Industrial,Venta
822,2004-10-20,Parking,Venta
823,2004-10-21,Piso,Alquiler
824,2004-10-21,Local,Venta
825,2004-10-21,Oficina,Alquiler
826,2004-10-22,Industrial,Venta
827,2004-10-23,Industrial,Alquiler
828,2004-10-23,Local,Venta
829,2004-10-24,Local,Venta
830,2004-10-24,Parking,Venta
831,2004-10-24,Casa,Alquiler
832,2004-10-24,Oficina,Alquiler
833,2004-10-24,Casa,Venta
834,2004-10-25,Parking,Venta
835,2004-10-25,Suelo,Venta
836,2004-10-27,Local,Venta
837,2004-10-27,Piso,Alquiler
838,2004-10-27,Local,Venta
839,2004-10-27,Parking,Alquiler
840,2004-10-27,Piso,Venta
841,2004-10-29,Suelo,Venta
842,2004-10-30,Casa,Venta
843,2004-10-30,Local,Alquiler
844,2004-10-31,Industrial,Venta
845,2004-10-31,Suelo,Alquiler
846,2004-10-31,Piso,Alquiler
847,2004-10-31,Oficina,Alquiler
848,2004-11-01,Casa,Venta
849,2004-11-01,Piso,Alquiler
850,2004-11-01,Casa,Alquiler
851,2004-11-02,Casa,Alquiler
852,2004-11-02,Piso,Venta
853,2004-11-02,Piso,Alquiler
854,2004-11-03,Suelo,Venta
855,2004-11-03,Industrial,Venta
856,2004-11-03,Industrial,Venta
857,2004-11-03,Oficina,Alquiler
858,2004-11-03,Suelo,Venta
859,2004-11-03,Piso,Venta
860,2004-11-03,Piso,Alquiler
861,2004-11-04,Local,Alquiler
862,2004-11-06,Oficina,Alquiler
863,2004-11-06,Industrial,Venta
864,2004-11-06,Parking,Alquiler
865,2004-11-07,Parking,Venta
866,2004-11-07,Suelo,Venta
867,2004-11-07,Suelo,Venta
868,2004-11-07,Parking,Alquiler
869,2004-11-08,Industrial,Venta
870,2004-11-08,Casa,Alquiler
871,2004-11-09,Piso,Alquiler
872,2004-11-09,Industrial,Alquiler
873,2004-11-09,Piso,Venta
874,2004-11-09,Oficina,Alquiler
875,2004-11-09,Industrial,Venta
876,2004-11-09,Oficina,Alquiler
877,2004-11-10,Industrial,Alquiler
878,2004-11-10,Oficina,Venta
879,2004-11-11,Parking,Alquiler
880,2004-11-11,Casa,Alquiler
881,2004-11-11,Local,Venta
882,2004-11-11,Piso,Venta
883,2004-11-11,Piso,Venta
884,2004-11-11,Casa,Alquiler
885,2004-11-12,Piso,Venta
886,2004-11-13,Suelo,Alquiler
887,2004-11-13,Oficina,Alquiler
888,2004-11-13,Oficina,Alquiler
889,2004-11-13,Oficina,Venta
890,2004-11-13,Casa,Venta
891,2004-11-14,Casa,Alquiler
892,2004-11-14,Casa,Venta
893,2004-11-14,Parking,Alquiler
894,2004-11-14,Industrial,Alquiler
895,2004-11-14,Piso,Alquiler
896,2004-11-15,Suelo,Alquiler
897,2004-11-15,Casa,Venta
898,2004-11-16,Local,Venta
899,2004-11-16,Casa,Alquiler
900,2004-11-16,Parking,Alquiler
901,2004-11-17,Oficina,Alquiler
902,2004-11-17,Suelo,Alquiler
903,2004-11-17,Piso,Venta
904,2004-11-18,Local,Alquiler
905,2004-11-18,Industrial,Alquiler
906,2004-11-18,Oficina,Alquiler
907,2004-11-18,Parking,Venta
908,2004-11-18,Industrial,Venta
909,2004-11-19,Piso,Alquiler
910,2004-11-20,Local,Alquiler
911,2004-11-20,Suelo,Alquiler
912,2004-11-20,Suelo,Alquiler
913,2004-11-20,Piso,Venta
914,2004-11-20,Oficina,Venta
915,2004-11-21,Piso,Alquiler
916,2004-11-21,Parking,Venta
917,2004-11-22,Industrial,Alquiler
918,2004-11-22,Casa,Alquiler
919,2004-11-23,Industrial,Venta
920,2004-11-24,Suelo,Venta
921,2004-11-24,Oficina,Venta
922,2004-11-24,Suelo,Venta
923,2004-11-25,Parking,Alquiler
924,2004-11-25,Parking,Alquiler
925,2004-11-25,Suelo,Alquiler
926,2004-11-25,Suelo,Alquiler
927,2004-11-26,Industrial,Alquiler
928,2004-11-27,Local,Alquiler
929,2004-11-27,Local,Venta
930,2004-11-27,Suelo,Venta
931,2004-11-29,Parking,Venta
932,2004-11-29,Parking,Alquiler
933,2004-11-29,Casa,Alquiler
934,2004-11-30,Oficina,Alquiler
935,2004-12-01,Parking,Alquiler
936,2004-12-01,Industrial,Alquiler
937,2004-12-01,Local,Venta
938,2004-12-01,Industrial,Alquiler
939,2004-12-02,Industrial,Venta
940,2004-12-02,Industrial,Venta
941,2004-12-02,Industrial,Alquiler
942,2004-12-03,Piso,Venta
943,2004-12-03,Piso,Alquiler
944,2004-12-04,Piso,Venta
945,2004-12-04,Piso,Venta
946,2004-12-04,Suelo,Venta
947,2004-12-05,Piso,Alquiler
948,2004-12-05,Parking,Alquiler
949,2004-12-05,Piso,Venta
950,2004-12-06,Oficina,Venta
951,2004-12-07,Industrial,Venta
952,2004-12-07,Casa,Alquiler
953,2004-12-08,Parking,Venta
954,2004-12-09,Suelo,Venta
955,2004-12-09,Piso,Venta
956,2004-12-09,Casa,Alquiler
957,2004-12-10,Local,Alquiler
958,2004-12-10,Parking,Venta
959,2004-12-10,Suelo,Venta
960,2004-12-10,Parking,Alquiler
961,2004-12-10,Oficina,Alquiler
962,2004-12-11,Local,Venta
963,2004-12-11,Suelo,Venta
964,2004-12-11,Industrial,Venta
965,2004-12-11,Piso,Alquiler
966,2004-12-12,Piso,Venta
967,2004-12-12,Local,Alquiler
968,2004-12-14,Piso,Venta
969,2004-12-14,Piso,Alquiler
970,2004-12-14,Piso,Venta
971,2004-12-14,Piso,Venta
972,2004-12-15,Casa,Alquiler
973,2004-12-15,Parking,Alquiler
974,2004-12-16,Suelo,Venta
975,2004-12-16,Local,Alquiler
976,2004-12-16,Suelo,Alquiler
977,2004-12-17,Casa,Venta
978,2004-12-18,Casa,Alquiler
979,2004-12-18,Suelo,Venta
980,2004-12-18,Local,Venta
981,2004-12-19,Casa,Alquiler
982,2004-12-19,Oficina,Alquiler
983,2004-12-19,Suelo,Alquiler
984,2004-12-20,Piso,Alquiler
985,2004-12-20,Suelo,Alquiler
986,2004-12-21,Industrial,Venta
987,2004-12-21,Casa,Alquiler
988,2004-12-21,Piso,Venta
989,2004-12-21,Industrial,Venta
990,2004-12-21,Oficina,Venta
991,2004-12-22,Piso,Alquiler
992,2004-12-22,Industrial,Venta
993,2004-12-22,Local,Venta
994,2004-12-22,Oficina,Venta
995,2004-12-23,Parking,Alquiler
996,2004-12-23,Industrial,Alquiler
997,2004-12-23,Local,Venta
998,2004-12-23,Industrial,Venta
999,2004-12-24,Parking,Venta
1000,2004-12-25,Local,Venta
1001,2004-12-25,Piso,Alquiler
1002,2004-12-25,Parking,Venta
1003,2004-12-26,Piso,Venta
1004,2004-12-26,Oficina,Alquiler
1005,2004-12-26,Suelo,Venta
1006,2004-12-27,Oficina,Alquiler
1007,2004-12-27,Casa,Venta
1008,2004-12-27,Piso,Alquiler
1009,2004-12-27,Parking,Venta
1010,2004-12-27,Piso,Alquiler
1011,2004-12-30,Oficina,Venta
1012,2004-12-31,Oficina,Venta
1013,2004-12-31,Casa,Venta
1014,2004-12-31,Local,Alquiler
1015,2005-01-01,Parking,Alquiler
1016,2005-01-01,Parking,Venta
1017,2005-01-01,Local,Alquiler
1018,2005-01-02,Suelo,Venta
1019,2005-01-02,Industrial,Alquiler
1020,2005-01-02,Suelo,Alquiler
1021,2005-01-03,Piso,Alquiler
1022,2005-01-03,Oficina,Venta
1023,2005-01-03,Piso,Alquiler
1024,2005-01-04,Industrial,Alquiler
1025,2005-01-04,Parking,Alquiler
1026,2005-01-04,Casa,Alquiler
1027,2005-01-05,Casa,Venta
1028,2005-01-05,Piso,Alquiler
1029,2005-01-05,Piso,Alquiler
1030,2005-01-05,Industrial,Alquiler
1031,2005-01-06,Industrial,Alquiler
1032,2005-01-06,Casa,Alquiler
1033,2005-01-06,Industrial,Alquiler
1034,2005-01-07,Industrial,Venta
1035,2005-01-07,Local,Venta
1036,2005-01-08,Industrial,Venta
1037,2005-01-08,Piso,Alquiler
1038,2005-01-09,Casa,Alquiler
1039,2005-01-09,Local,Venta
1040,2005-01-09,Local,Alquiler
1041,2005-01-10,Suelo,Venta
1042,2005-01-11,Suelo,Alquiler
1043,2005-01-11,Piso,Alquiler
1044,2005-01-11,Parking,Alquiler
1045,2005-01-11,Suelo,Alquiler
1046,2005-01-11,Oficina,Alquiler
1047,2005-01-12,Casa,Alquiler
1048,2005-01-12,Oficina,Venta
1049,2005-01-12,Casa,Venta
1050,2005-01-12,Parking,Venta
1051,2005-01-12,Casa,Venta
1052,2005-01-13,Industrial,Venta
1053,2005-01-14,Oficina,Alquiler
1054,2005-01-14,Local,Alquiler
1055,2005-01-15,Suelo,Alquiler
1056,2005-01-15,Casa,Venta
1057,2005-01-15,Parking,Venta
1058,2005-01-16,Oficina,Venta
1059,2005-01-17,Piso,Venta
1060,2005-01-17,Industrial,Venta
1061,2005-01-18,Parking,Venta
1062,2005-01-19,Oficina,Venta
1063,2005-01-19,Piso,Alquiler
1064,2005-01-19,Industrial,Alquiler
1065,2005-01-20,Suelo,Venta
1066,2005-01-20,Suelo,Venta
1067,2005-01-21,Parking,Venta
1068,2005-01-21,Local,Venta
1069,2005-01-21,Parking,Venta
1070,2005-01-21,Parking,Venta
1071,2005-01-22,Piso,Alquiler
1072,2005-01-22,Oficina,Alquiler
1073,2005-01-22,Industrial,Alquiler
1074,2005-01-23,Parking,Alquiler
1075,2005-01-23,Parking,Venta
1076,2005-01-23,Local,Alquiler
1077,2005-01-24,Oficina,Alquiler
1078,2005-01-24,Oficina,Venta
1079,2005-01-24,Local,Alquiler
1080,2005-01-24,Piso,Alquiler
1081,2005-01-25,Oficina,Venta
1082,2005-01-25,Oficina,Alquiler
1083,2005-01-25,Parking,Alquiler
1084,2005-01-25,Industrial,Venta
1085,2005-01-25,Piso,Alquiler
1086,2005-01-26,Parking,Alquiler
1087,2005-01-26,Industrial,Alquiler
1088,2005-01-27,Industrial,Venta
1089,2005-01-28,Local,Alquiler
1090,2005-01-28,Oficina,Venta
1091,2005-01-29,Piso,Alquiler
1092,2005-01-31,Parking,Alquiler
1093,2005-02-01,Piso,Venta
1094,2005-02-01,Local,Venta
1095,2005-02-01,Local,Venta
1096,2005-02-01,Oficina,Venta
1097,2005-02-01,Suelo,Venta
1098,2005-02-02,Industrial,Alquiler
1099,2005-02-02,Piso,Alquiler
1100,2005-02-02,Suelo,Alquiler
1101,2005-02-02,Casa,Venta
1102,2005-02-03,Local,Venta
1103,2005-02-03,Oficina,Venta
1104,2005-02-03,Parking,Alquiler
1105,2005-02-04,Oficina,Venta
1106,2005-02-05,Suelo,Alquiler
1107,2005-02-05,Industrial,Alquiler
1108,2005-02-05,Parking,Alquiler
1109,2005-02-05,Local,Venta
1110,2005-02-06,Parking,Alquiler
1111,2005-02-06,Industrial,Alquiler
1112,2005-02-06,Parking,Venta
1113,2005-02-07,Industrial,Venta
1114,2005-02-08,Piso,Alquiler
1115,2005-02-08,Local,Venta
1116,2005-02-08,Casa,Alquiler
1117,2005-02-09,Parking,Alquiler
1118,2005-02-10,Local,Alquiler
1119,2005-02-10,Local,Venta
1120,2005-02-10,Piso,Venta
1121,2005-02-11,Piso,Venta
1122,2005-02-11,Oficina,Venta
1123,2005-02-11,Piso,Venta
1124,2005-02-13,Casa,Alquiler
1125,2005-02-13,Piso,Venta
1126,2005-02-14,Piso,Alquiler
1127,2005-02-14,Parking,Venta
1128,2005-02-14,Oficina,Alquiler
1129,2005-02-15,Casa,Alquiler
1130,2005-02-15,Parking,Venta
1131,2005-02-15,Piso,Alquiler
1132,2005-02-15,Oficina,Venta
1133,2005-02-15,Local,Venta
1134,2005-02-16,Casa,Alquiler
1135,2005-02-16,Suelo,Venta
1136,2005-02-16,Piso,Venta
1137,2005-02-16,Casa,Venta
1138,2005-02-16,Industrial,Venta
1139,2005-02-16,Suelo,Venta
1140,2005-02-16,Parking,Venta
1141,2005-02-16,Casa,Venta
1142,2005-02-17,Suelo,Alquiler
1143,2005-02-17,Suelo,Alquiler
1144,2005-02-17,Piso,Alquiler
1145,2005-02-17,Oficina,Venta
1146,2005-02-18,Industrial,Alquiler
1147,2005-02-18,Oficina,Alquiler
1148,2005-02-18,Oficina,Alquiler
1149,2005-02-18,Piso,Alquiler
1150,2005-02-18,Local,Venta
1151,2005-02-19,Local,Venta
1152,2005-02-19,Suelo,Venta
1153,2005-02-20,Piso,Alquiler
1154,2005-02-20,Suelo,Venta
1155,2005-02-20,Industrial,Venta
1156,2005-02-20,Local,Venta
1157,2005-02-20,Oficina,Venta
1158,2005-02-20,Industrial,Venta
1159,2005-02-21,Industrial,Venta
1160,2005-02-22,Suelo,Venta
1161,2005-02-22,Local,Venta
1162,2005-02-22,Industrial,Alquiler
1163,2005-02-22,Parking,Venta
1164,2005-02-23,Suelo,Alquiler
1165,2005-02-23,Piso,Alquiler
1166,2005-02-23,Parking,Venta
1167,2005-02-24,Piso,Venta
1168,2005-02-24,Casa,Alquiler
1169,2005-02-24,Local,Alquiler
1170,2005-02-24,Oficina,Venta
1171,2005-02-24,Oficina,Venta
1172,2005-02-25,Local,Venta
1173,2005-02-26,Piso,Venta
1174,2005-02-26,Local,Alquiler
1175,2005-02-26,Casa,Venta
1176,2005-02-27,Suelo,Alquiler
1177,2005-02-27,Parking,Venta
1178,2005-02-27,Casa,Venta
1179,2005-02-28,Oficina,Alquiler
1180,2005-02-28,Casa,Alquiler
1181,2005-03-01,Suelo,Venta
1182,2005-03-01,Parking,Alquiler
1183,2005-03-01,Oficina,Alquiler
1184,2005-03-02,Piso,Venta
1185,2005-03-03,Casa,Alquiler
1186,2005-03-03,Industrial,Alquiler
1187,2005-03-03,Parking,Alquiler
1188,2005-03-03,Piso,Alquiler
1189,2005-03-03,Parking,Venta
1190,2005-03-03,Industrial,Venta
1191,2005-03-04,Casa,Alquiler
1192,2005-03-04,Casa,Alquiler
1193,2005-03-04,Casa,Alquiler
1194,2005-03-04,Piso,Alquiler
1195,2005-03-05,Suelo,Venta
1196,2005-03-06,Suelo,Venta
1197,2005-03-06,Piso,Venta
1198,2005-03-06,Oficina,Alquiler
1199,2005-03-06,Local,Venta
1200,2005-03-07,Suelo,Venta
1201,2005-03-07,Suelo,Alquiler
1202,2005-03-07,Industrial,Venta
1203,2005-03-07,Oficina,Venta
1204,2005-03-07,Local,Venta
1205,2005-03-07,Suelo,Venta
1206,2005-03-07,Oficina,Venta
1207,2005-03-08,Suelo,Alquiler
1208,2005-03-08,Piso,Alquiler
1209,2005-03-09,Suelo,Alquiler
1210,2005-03-09,Local,Venta
1211,2005-03-10,Casa,Venta
1212,2005-03-10,Casa,Venta
1213,2005-03-10,Casa,Alquiler
1214,2005-03-10,Piso,Alquiler
1215,2005-03-10,Piso,Alquiler
1216,2005-03-11,Casa,Venta
1217,2005-03-11,Piso,Venta
1218,2005-03-11,Suelo,Venta
1219,2005-03-12,Parking,Venta
1220,2005-03-12,Local,Alquiler
1221,2005-03-12,Piso,Alquiler
1222,2005-03-12,Parking,Venta
1223,2005-03-13,Parking,Venta
1224,2005-03-14,Parking,Venta
1225,2005-03-14,Piso,Venta
1226,2005-03-14,Industrial,Alquiler
1227,2005-03-14,Piso,Alquiler
1228,2005-03-14,Suelo,Alquiler
1229,2005-03-15,Suelo,Venta
1230,2005-03-16,Suelo,Venta
1231,2005-03-16,Local,Alquiler
1232,2005-03-17,Parking,Venta
1233,2005-03-17,Local,Venta
1234,2005-03-18,Piso,Venta
1235,2005-03-18,Oficina,Venta
1236,2005-03-19,Casa,Alquiler
1237,2005-03-19,Casa,Venta
1238,2005-03-19,Casa,Venta
1239,2005-03-19,Industrial,Alquiler
1240,2005-03-19,Local,Alquiler
1241,2005-03-20,Piso,Alquiler
1242,2005-03-20,Industrial,Alquiler
1243,2005-03-20,Oficina,Alquiler
1244,2005-03-20,Parking,Venta
1245,2005-03-21,Parking,Venta
1246,2005-03-22,Industrial,Venta
1247,2005-03-22,Piso,Alquiler
1248,2005-03-22,Parking,Alquiler
1249,2005-03-23,Piso,Venta
1250,2005-03-23,Local,Alquiler
1251,2005-03-23,Oficina,Venta
1252,2005-03-23,Industrial,Alquiler
1253,2005-03-24,Industrial,Venta
1254,2005-03-24,Casa,Venta
1255,2005-03-24,Piso,Venta
1256,2005-03-25,Parking,Venta
1257,2005-03-25,Casa,Alquiler
1258,2005-03-25,Industrial,Venta
1259,2005-03-26,Industrial,Venta
1260,2005-03-26,Suelo,Alquiler
1261,2005-03-26,Industrial,Alquiler
1262,2005-03-27,Casa,Venta
1263,2005-03-28,Oficina,Alquiler
1264,2005-03-28,Suelo,Alquiler
1265,2005-03-28,Oficina,Venta
1266,2005-03-29,Parking,Venta
1267,2005-03-30,Industrial,Alquiler
1268,2005-03-30,Piso,Venta
1269,2005-03-30,Casa,Alquiler
1270,2005-03-30,Parking,Venta
1271,2005-03-30,Suelo,Alquiler
1272,2005-03-31,Piso,Venta
1273,2005-03-31,Piso,Venta
1274,2005-04-01,Piso,Alquiler
1275,2005-04-02,Industrial,Alquiler
1276,2005-04-02,Industrial,Alquiler
1277,2005-04-02,Piso,Alquiler
1278,2005-04-02,Suelo,Venta
1279,2005-04-03,Industrial,Alquiler
1280,2005-04-04,Piso,Venta
1281,2005-04-04,Casa,Venta
1282,2005-04-04,Local,Alquiler
1283,2005-04-05,Suelo,Alquiler
1284,2005-04-05,Piso,Alquiler
1285,2005-04-05,Parking,Alquiler
1286,2005-04-05,Suelo,Venta
1287,2005-04-05,Casa,Alquiler
1288,2005-04-05,Casa,Alquiler
1289,2005-04-05,Casa,Alquiler
1290,2005-04-06,Industrial,Venta
1291,2005-04-06,Industrial,Alquiler
1292,2005-04-06,Industrial,Venta
1293,2005-04-07,Local,Venta
1294,2005-04-07,Oficina,Alquiler
1295,2005-04-07,Oficina,Venta
1296,2005-04-07,Industrial,Venta
1297,2005-04-08,Industrial,Venta
1298,2005-04-09,Local,Venta
1299,2005-04-09,Suelo,Venta
1300,2005-04-10,Suelo,Venta
1301,2005-04-11,Casa,Venta
1302,2005-04-11,Suelo,Venta
1303,2005-04-13,Industrial,Venta
1304,2005-04-14,Oficina,Venta
1305,2005-04-14,Casa,Venta
1306,2005-04-15,Industrial,Venta
1307,2005-04-15,Parking,Venta
1308,2005-04-15,Parking,Alquiler
1309,2005-04-15,Casa,Alquiler
1310,2005-04-15,Casa,Alquiler
1311,2005-04-16,Oficina,Venta
1312,2005-04-16,Piso,Alquiler
1313,2005-04-17,Local,Alquiler
1314,2005-04-17,Parking,Alquiler
1315,2005-04-17,Piso,Alquiler
1316,2005-04-17,Oficina,Venta
1317,2005-04-17,Casa,Alquiler
1318,2005-04-18,Casa,Alquiler
1319,2005-04-18,Piso,Alquiler
1320,2005-04-18,Local,Alquiler
1321,2005-04-18,Local,Venta
1322,2005-04-19,Piso,Alquiler
1323,2005-04-19,Oficina,Venta
1324,2005-04-19,Piso,Alquiler
1325,2005-04-19,Industrial,Alquiler
1326,2005-04-19,Industrial,Venta
1327,2005-04-20,Parking,Alquiler
1328,2005-04-20,Oficina,Venta
1329,2005-04-20,Casa,Alquiler
1330,2005-04-21,Piso,Venta
1331,2005-04-21,Parking,Alquiler
1332,2005-04-21,Industrial,Venta
1333,2005-04-21,Suelo,Alquiler
1334,2005-04-22,Local,Venta
1335,2005-04-22,Industrial,Alquiler
1336,2005-04-23,Local,Alquiler
1337,2005-04-24,Oficina,Venta
1338,2005-04-24,Oficina,Alquiler
1339,2005-04-24,Oficina,Venta
1340,2005-04-25,Local,Venta
1341,2005-04-25,Parking,Venta
1342,2005-04-25,Suelo,Alquiler
1343,2005-04-25,Parking,Venta
1344,2005-04-25,Suelo,Alquiler
1345,2005-04-25,Local,Alquiler
1346,2005-04-26,Local,Venta
1347,2005-04-26,Casa,Venta
1348,2005-04-26,Casa,Venta
1349,2005-04-26,Suelo,Alquiler
1350,2005-04-26,Piso,Venta
1351,2005-04-27,Piso,Venta
1352,2005-04-27,Industrial,Alquiler
1353,2005-04-28,Industrial,Venta
1354,2005-04-28,Piso,Alquiler
1355,2005-04-28,Suelo,Venta
1356,2005-04-28,Local,Venta
1357,2005-04-29,Local,Venta
1358,2005-04-29,Parking,Venta
1359,2005-04-29,Parking,Venta
1360,2005-04-30,Local,Venta
1361,2005-04-30,Oficina,Alquiler
1362,2005-04-30,Casa,Venta
1363,2005-05-01,Industrial,Venta
1364,2005-05-01,Casa,Venta
1365,2005-05-01,Suelo,Venta
1366,2005-05-02,Suelo,Alquiler
1367,2005-05-02,Oficina,Venta
1368,2005-05-02,Parking,Alquiler
1369,2005-05-02,Oficina,Alquiler
1370,2005-05-03,Casa,Alquiler
1371,2005-05-04,Industrial,Venta
1372,2005-05-04,Suelo,Venta
1373,2005-05-04,Local,Venta
1374,2005-05-04,Casa,Venta
1375,2005-05-04,Casa,Venta
1376,2005-05-05,Industrial,Venta
1377,2005-05-05,Oficina,Alquiler
1378,2005-05-06,Parking,Alquiler
1379,2005-05-06,Industrial,Venta
1380,2005-05-06,Suelo,Alquiler
1381,2005-05-06,Parking,Venta
1382,2005-05-06,Industrial,Venta
1383,2005-05-07,Oficina,Alquiler
1384,2005-05-08,Parking,Venta
1385,2005-05-08,Casa,Alquiler
1386,2005-05-08,Oficina,Alquiler
1387,2005-05-08,Casa,Venta
1388,2005-05-08,Parking,Venta
1389,2005-05-09,Oficina,Venta
1390,2005-05-09,Industrial,Alquiler
1391,2005-05-09,Suelo,Alquiler
1392,2005-05-09,Oficina,Venta
1393,2005-05-09,Casa,Venta
1394,2005-05-10,Local,Venta
1395,2005-05-10,Industrial,Alquiler
1396,2005-05-10,Local,Alquiler
1397,2005-05-10,Oficina,Alquiler
1398,2005-05-11,Oficina,Venta
1399,2005-05-13,Suelo,Venta
1400,2005-05-13,Casa,Venta
1401,2005-05-13,Industrial,Venta
1402,2005-05-14,Suelo,Alquiler
1403,2005-05-15,Local,Venta
1404,2005-05-15,Parking,Venta
1405,2005-05-15,Parking,Venta
1406,2005-05-16,Oficina,Venta
1407,2005-05-16,Parking,Venta
1408,2005-05-16,Industrial,Venta
1409,2005-05-18,Oficina,Venta
1410,2005-05-18,Piso,Alquiler
1411,2005-05-18,Industrial,Alquiler
1412,2005-05-18,Oficina,Venta
1413,2005-05-21,Piso,Alquiler
1414,2005-05-21,Suelo,Alquiler
1415,2005-05-21,Casa,Alquiler
1416,2005-05-21,Piso,Venta
1417,2005-05-21,Piso,Alquiler
1418,2005-05-21,Industrial,Alquiler
1419,2005-05-21,Oficina,Venta
1420,2005-05-22,Industrial,Venta
1421,2005-05-22,Parking,Alquiler
1422,2005-05-23,Parking,Alquiler
1423,2005-05-23,Local,Alquiler
1424,2005-05-23,Parking,Venta
1425,2005-05-24,Casa,Alquiler
1426,2005-05-24,Parking,Alquiler
1427,2005-05-24,Suelo,Alquiler
1428,2005-05-25,Local,Alquiler
1429,2005-05-25,Industrial,Venta
1430,2005-05-25,Piso,Venta
1431,2005-05-25,Suelo,Venta
1432,2005-05-26,Industrial,Alquiler
1433,2005-05-27,Parking,Venta
1434,2005-05-27,Casa,Alquiler
1435,2005-05-27,Industrial,Venta
1436,2005-05-27,Industrial,Venta
1437,2005-05-28,Parking,Venta
1438,2005-05-28,Industrial,Venta
1439,2005-05-28,Parking,Venta
1440,2005-05-29,Industrial,Alquiler
1441,2005-05-29,Industrial,Venta
1442,2005-05-29,Casa,Alquiler
1443,2005-05-29,Piso,Alquiler
1444,2005-05-29,Piso,Alquiler
1445,2005-05-30,Parking,Venta
1446,2005-05-31,Oficina,Alquiler
1447,2005-05-31,Oficina,Alquiler
1448,2005-06-01,Piso,Alquiler
1449,2005-06-01,Suelo,Alquiler
1450,2005-06-02,Suelo,Venta
1451,2005-06-03,Industrial,Venta
1452,2005-06-04,Suelo,Alquiler
1453,2005-06-04,Piso,Alquiler
1454,2005-06-04,Casa,Venta
1455,2005-06-05,Oficina,Venta
1456,2005-06-05,Oficina,Venta
1457,2005-06-05,Parking,Venta
1458,2005-06-05,Industrial,Venta
1459,2005-06-06,Oficina,Alquiler
1460,2005-06-06,Local,Venta
1461,2005-06-06,Piso,Venta
1462,2005-06-07,Parking,Alquiler
1463,2005-06-07,Casa,Venta
1464,2005-06-08,Piso,Alquiler
1465,2005-06-08,Suelo,Venta
1466,2005-06-09,Casa,Venta
1467,2005-06-09,Oficina,Alquiler
1468,2005-06-09,Suelo,Alquiler
1469,2005-06-09,Industrial,Alquiler
1470,2005-06-09,Casa,Alquiler
1471,2005-06-10,Parking,Alquiler
1472,2005-06-10,Piso,Venta
1473,2005-06-11,Casa,Alquiler
1474,2005-06-11,Casa,Alquiler
1475,2005-06-11,Parking,Alquiler
1476,2005-06-12,Parking,Alquiler
1477,2005-06-12,Casa,Alquiler
1478,2005-06-13,Industrial,Venta
1479,2005-06-13,Oficina,Venta
1480,2005-06-13,Local,Alquiler
1481,2005-06-13,Suelo,Alquiler
1482,2005-06-13,Oficina,Venta
1483,2005-06-13,Parking,Alquiler
1484,2005-06-14,Oficina,Venta
1485,2005-06-15,Local,Alquiler
1486,2005-06-15,Casa,Venta
1487,2005-06-15,Suelo,Alquiler
1488,2005-06-15,Suelo,Venta
1489,2005-06-16,Parking,Venta
1490,2005-06-16,Oficina,Alquiler
1491,2005-06-16,Piso,Alquiler
1492,2005-06-16,Industrial,Alquiler
1493,2005-06-17,Suelo,Alquiler
1494,2005-06-17,Casa,Venta
1495,2005-06-18,Suelo,Venta
1496,2005-06-18,Piso,Venta
1497,2005-06-18,Casa,Alquiler
1498,2005-06-19,Industrial,Alquiler
