,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1254,1255,2005-03-24,Casa,Venta,Girona,40,354360,2005-10-16,Carmen
1255,1256,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27,Pedro
1267,1268,2005-03-30,Industrial,Alquiler,Girona,167,1191044,2006-03-30,Joaquín
1271,1272,2005-03-30,Suelo,Alquiler,Girona,216,1500984,2005-10-23,Joaquín
1272,1273,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04,Pedro
1280,1281,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06,Jesús
1282,1283,2005-04-04,Local,Alquiler,Girona,179,812660,2005-10-31,Jesús
1284,1285,2005-04-05,Piso,Alquiler,Girona,72,682344,2005-08-26,Pedro
1285,1286,2005-04-05,Parking,Alquiler,Girona,297,2872287,2005-09-16,Luisa
1294,1295,2005-04-07,Oficina,Alquiler,Girona,214,899228,2005-12-24,Luisa
1296,1297,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09,Pedro
1301,1302,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17,Luisa
1306,1307,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20,Pedro
1310,1311,2005-04-15,Casa,Alquiler,Girona,185,1059680,2005-07-14,Pedro
1311,1312,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11,Jesús
1319,1320,2005-04-18,Piso,Alquiler,Girona,164,841484,2006-04-07,María
1320,1321,2005-04-18,Local,Alquiler,Girona,271,2478566,2005-07-21,Pedro
1323,1324,2005-04-19,Oficina,Venta,Girona,48,454416,2005-09-25,Pedro
1328,1329,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21,Carmen
1336,1337,2005-04-23,Local,Alquiler,Girona,69,493971,2005-09-05,María
1337,1338,2005-04-24,Oficina,Venta,Girona,40,163920,2006-04-09,Carmen
1340,1341,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26,Luisa
1349,1350,2005-04-26,Suelo,Alquiler,Girona,98,425712,2006-03-23,Pedro
1351,1352,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29,Jesús
1362,1363,2005-04-30,Casa,Venta,Girona,157,729579,2006-01-01,Joaquín
1364,1365,2005-05-01,Casa,Venta,Girona,65,350155,2005-11-14,María
1366,1367,2005-05-02,Suelo,Alquiler,Girona,81,567486,2006-01-26,María
1374,1375,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11,Jesús
1379,1380,2005-05-06,Industrial,Venta,Girona,192,958464,2005-08-13,Jesús
1382,1383,2005-05-06,Industrial,Venta,Girona,167,814793,2006-02-27,Luisa
1387,1388,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02,Joaquín
1388,1389,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26,María
1390,1391,2005-05-09,Industrial,Alquiler,Girona,160,804640,2006-04-03,Carmen
1391,1392,2005-05-09,Suelo,Alquiler,Girona,235,1046925,2005-12-05,Carmen
1394,1395,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21,Carmen
1398,1399,2005-05-11,Oficina,Venta,Girona,166,804768,2005-12-04,María
1402,1403,2005-05-14,Suelo,Alquiler,Girona,254,2417572,2005-09-20,María
1404,1405,2005-05-15,Parking,Venta,Girona,71,493166,2005-12-08,Joaquín
1411,1412,2005-05-18,Industrial,Alquiler,Girona,233,2120067,2006-02-24,Jesús
1421,1422,2005-05-22,Parking,Alquiler,Girona,282,1132230,2006-03-20,Pedro
1426,1427,2005-05-24,Parking,Alquiler,Girona,223,2228439,2005-09-17,Carmen
1434,1435,2005-05-27,Casa,Alquiler,Girona,80,548000,2005-11-30,Joaquín
1438,1439,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30,Luisa
1439,1440,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31,Luisa
1448,1449,2005-06-01,Piso,Alquiler,Girona,85,706690,2006-01-03,Joaquín
1451,1452,2005-06-03,Industrial,Venta,Girona,70,455000,2005-10-22,Pedro
1457,1458,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19,Pedro
1458,1459,2005-06-05,Industrial,Venta,Girona,76,456532,2005-09-19,Joaquín
1459,1460,2005-06-06,Oficina,Alquiler,Girona,228,1039452,2006-01-11,Carmen
1460,1461,2005-06-06,Local,Venta,Girona,129,563085,2005-12-18,Jesús
1463,1464,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26,Luisa
1476,1477,2005-06-12,Parking,Alquiler,Girona,73,364270,2006-02-02,María
1485,1486,2005-06-15,Local,Alquiler,Girona,167,1121906,2005-11-12,Carmen
1490,1491,2005-06-16,Oficina,Alquiler,Girona,138,1241034,2006-06-05,Carmen
1494,1495,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13,Carmen
1497,1498,2005-06-18,Casa,Alquiler,Girona,55,256630,2005-10-23,María
1501,1502,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28,Carmen
1503,1504,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14,Joaquín
1505,1506,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16,Jesús
1507,1508,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23,María
1508,1509,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05,Pedro
1511,1512,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25,María
1513,1514,2005-06-24,Suelo,Alquiler,Girona,110,781000,2006-02-25,María
1516,1517,2005-06-28,Suelo,Alquiler,Girona,139,1217501,2005-11-20,Joaquín
1517,1518,2005-06-28,Local,Alquiler,Girona,151,1456999,2005-10-01,Carmen
1525,1526,2005-06-30,Oficina,Venta,Girona,68,586908,2006-05-28,Luisa
1527,1528,2005-06-30,Oficina,Alquiler,Girona,204,1132608,2005-11-12,María
1528,1529,2005-06-30,Oficina,Alquiler,Girona,185,1257075,2006-06-06,María
1531,1532,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03,Luisa
1532,1533,2005-07-01,Local,Alquiler,Girona,71,540452,2006-01-24,Jesús
1535,1536,2005-07-04,Parking,Venta,Girona,43,361759,2005-12-01,Jesús
1537,1538,2005-07-04,Industrial,Alquiler,Girona,161,1405852,2006-05-14,Pedro
1542,1543,2005-07-06,Oficina,Venta,Girona,53,381494,2005-12-27,Luisa
1545,1546,2005-07-07,Piso,Alquiler,Girona,135,1294110,2006-03-08,Jesús
1550,1551,2005-07-09,Suelo,Alquiler,Girona,167,944385,2006-02-15,Carmen
1558,1559,2005-07-13,Piso,Alquiler,Girona,138,824688,2006-05-16,Joaquín
1559,1560,2005-07-14,Casa,Alquiler,Girona,177,1074921,2005-10-25,Luisa
1561,1562,2005-07-15,Local,Venta,Girona,74,583638,2005-10-17,Luisa
1562,1563,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10,Joaquín
1577,1578,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05,Jesús
1582,1583,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02,Carmen
1583,1584,2005-07-22,Industrial,Venta,Girona,191,916418,2006-02-19,Luisa
1584,1585,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04,Pedro
1587,1588,2005-07-23,Local,Alquiler,Girona,245,2170945,2006-05-14,Jesús
1593,1594,2005-07-25,Local,Venta,Girona,80,568880,2005-10-29,Carmen
1597,1598,2005-07-26,Industrial,Alquiler,Girona,167,1606206,2005-12-11,Joaquín
1598,1599,2005-07-26,Suelo,Alquiler,Girona,245,1311730,2006-01-06,Pedro
1612,1613,2005-08-03,Industrial,Alquiler,Girona,84,690396,2006-02-08,Carmen
1614,1615,2005-08-03,Oficina,Venta,Girona,64,399488,2005-12-07,Jesús
1618,1619,2005-08-04,Casa,Alquiler,Girona,222,1477410,2006-05-06,María
1619,1620,2005-08-04,Parking,Alquiler,Girona,56,375592,2006-02-20,Jesús
1620,1621,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27,María
1627,1628,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03,Carmen
1633,1634,2005-08-07,Industrial,Venta,Girona,92,739864,2006-01-28,Luisa
1635,1636,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20,Joaquín
1637,1638,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26,Carmen
1644,1645,2005-08-10,Casa,Alquiler,Girona,133,958132,2006-06-04,Pedro
1645,1646,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29,Luisa
1651,1652,2005-08-15,Casa,Alquiler,Girona,63,601398,2006-03-01,Carmen
1663,1664,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13,Luisa
1668,1669,2005-08-23,Oficina,Alquiler,Girona,203,1933372,2006-01-31,Jesús
1671,1672,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02,Joaquín
1673,1674,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24,María
1680,1681,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02,María
1681,1682,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04,Jesús
1683,1684,2005-08-28,Industrial,Alquiler,Girona,224,1932448,2006-02-03,Carmen
1686,1687,2005-08-29,Parking,Alquiler,Girona,82,700854,2006-04-22,María
1688,1689,2005-08-29,Piso,Alquiler,Girona,108,581580,2006-08-04,Carmen
1689,1690,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12,Carmen
1693,1694,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14,Jesús
1694,1695,2005-08-31,Casa,Alquiler,Girona,248,1234048,2006-02-28,Jesús
1696,1697,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03,María
1712,1713,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17,María
1734,1735,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14,María
1738,1739,2005-09-16,Local,Alquiler,Girona,91,838292,2006-04-16,Pedro
1741,1742,2005-09-17,Parking,Venta,Girona,70,428190,2006-02-20,Jesús
1742,1743,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08,Joaquín
1746,1747,2005-09-20,Piso,Alquiler,Girona,240,2183760,2006-01-27,Jesús
1749,1750,2005-09-21,Local,Venta,Girona,117,474084,2006-07-21,Luisa
1750,1751,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24,Jesús
1761,1762,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20,Luisa
1762,1763,2005-09-27,Local,Alquiler,Girona,78,678132,2006-04-23,María
1774,1775,2005-10-01,Local,Venta,Girona,53,446313,2006-08-16,Pedro
1776,1777,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08,Luisa
1783,1784,2005-10-03,Parking,Alquiler,Girona,85,809115,2006-05-25,María
1787,1788,2005-10-03,Parking,Venta,Girona,85,658835,2006-07-14,Luisa
1788,1789,2005-10-04,Oficina,Alquiler,Girona,85,749275,2006-01-05,María
1789,1790,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11,Luisa
1790,1791,2005-10-04,Oficina,Alquiler,Girona,228,1747392,2006-05-24,Carmen
1793,1794,2005-10-05,Local,Alquiler,Girona,118,970314,2006-02-15,Luisa
1795,1796,2005-10-06,Casa,Alquiler,Girona,208,1811680,2006-05-31,Jesús
1806,1807,2005-10-09,Local,Alquiler,Girona,211,1244056,2006-09-01,María
1808,1809,2005-10-11,Local,Alquiler,Girona,151,1382707,2006-05-07,María
1812,1813,2005-10-12,Local,Alquiler,Girona,246,2010312,2006-02-21,María
1814,1815,2005-10-12,Local,Alquiler,Girona,72,686232,2006-09-12,Luisa
1816,1817,2005-10-13,Industrial,Venta,Girona,76,368676,2006-09-29,Luisa
1820,1821,2005-10-14,Casa,Alquiler,Girona,207,1556226,2006-06-21,Carmen
1821,1822,2005-10-15,Casa,Venta,Girona,84,437640,2006-02-09,María
1824,1825,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11,Pedro
1826,1827,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06,Joaquín
1833,1834,2005-10-18,Casa,Alquiler,Girona,157,1182053,2006-04-09,Joaquín
1838,1839,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28,Jesús
1847,1848,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02,María
1848,1849,2005-10-28,Casa,Venta,Girona,160,781120,2006-04-10,Pedro
1851,1852,2005-10-28,Piso,Alquiler,Girona,164,1421060,2006-10-28,Luisa
1854,1855,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08,Jesús
1855,1856,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25,Pedro
1858,1859,2005-10-31,Casa,Alquiler,Girona,216,1883088,2006-10-18,Pedro
1859,1860,2005-11-01,Oficina,Alquiler,Girona,213,2083779,2006-04-23,María
1863,1864,2005-11-02,Oficina,Alquiler,Girona,67,304113,2006-06-29,Joaquín
1867,1868,2005-11-04,Suelo,Venta,Girona,69,667299,2006-10-25,Luisa
1868,1869,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09,Joaquín
1869,1870,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21,María
1870,1871,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29,Luisa
1871,1872,2005-11-05,Industrial,Alquiler,Girona,233,1644747,2006-05-05,Carmen
1877,1878,2005-11-08,Local,Venta,Girona,170,974610,2006-08-18,María
1879,1880,2005-11-08,Oficina,Alquiler,Girona,153,912798,2006-05-31,Jesús
1882,1883,2005-11-09,Parking,Alquiler,Girona,156,1508988,2006-09-18,Jesús
1885,1886,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05,Joaquín
1893,1894,2005-11-14,Parking,Venta,Girona,46,426880,2006-05-16,Luisa
1911,1912,2005-11-22,Industrial,Venta,Girona,95,783370,2006-09-04,Jesús
1917,1918,2005-11-23,Parking,Venta,Girona,45,301815,2006-10-19,Joaquín
1919,1920,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19,María
1920,1921,2005-11-24,Oficina,Venta,Girona,87,655893,2006-03-09,Jesús
1925,1926,2005-11-25,Suelo,Alquiler,Girona,103,557127,2006-05-08,Carmen
1926,1927,2005-11-26,Parking,Alquiler,Girona,46,187680,2006-11-13,Luisa
1928,1929,2005-11-26,Piso,Alquiler,Girona,96,854496,2006-03-28,Pedro
1931,1932,2005-11-27,Local,Venta,Girona,88,795696,2006-05-24,María
1936,1937,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21,Luisa
1938,1939,2005-11-29,Industrial,Alquiler,Girona,137,693631,2006-07-21,Carmen
1939,1940,2005-11-30,Industrial,Venta,Girona,102,941154,2006-08-11,Pedro
1941,1942,2005-11-30,Oficina,Alquiler,Girona,113,747947,2006-06-09,Pedro
1943,1944,2005-12-01,Local,Alquiler,Girona,210,1527120,2006-06-17,Jesús
1950,1951,2005-12-05,Industrial,Alquiler,Girona,162,753786,2006-09-26,Jesús
1952,1953,2005-12-06,Parking,Alquiler,Girona,250,2103000,2006-09-13,Jesús
1955,1956,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07,Pedro
1963,1964,2005-12-13,Piso,Venta,Girona,116,804344,2006-04-29,María
1970,1971,2005-12-16,Oficina,Alquiler,Girona,135,857925,2006-06-25,Joaquín
1972,1973,2005-12-17,Parking,Venta,Girona,67,490507,2006-04-01,María
1973,1974,2005-12-17,Parking,Alquiler,Girona,57,387828,2006-03-25,Luisa
1980,1981,2005-12-20,Local,Alquiler,Girona,49,425565,2006-05-06,Joaquín
1986,1987,2005-12-21,Parking,Alquiler,Girona,139,875978,2006-05-04,Jesús
1987,1988,2005-12-22,Industrial,Alquiler,Girona,210,1770930,2006-04-20,María
1992,1993,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13,Jesús
1993,1994,2005-12-23,Casa,Venta,Girona,86,651192,2006-04-23,Luisa
2005,2006,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21,Jesús
2013,2014,2005-12-30,Oficina,Alquiler,Girona,227,2029607,2006-10-20,Carmen
2014,2015,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01,María
2015,2016,2005-12-31,Casa,Alquiler,Girona,284,2815292,2006-12-07,Jesús
2022,2023,2006-01-02,Local,Venta,Girona,141,763233,2006-12-26,Luisa
2023,2024,2006-01-02,Casa,Alquiler,Girona,271,2471249,2006-04-04,Joaquín
2026,2027,2006-01-03,Industrial,Venta,Girona,41,368959,2006-08-29,Carmen
2031,2032,2006-01-03,Industrial,Venta,Girona,116,616192,2006-05-21,María
2032,2033,2006-01-03,Casa,Alquiler,Girona,155,1247750,2006-09-11,María
2033,2034,2006-01-05,Casa,Alquiler,Girona,163,761047,2006-10-16,Luisa
2042,2043,2006-01-08,Casa,Alquiler,Girona,280,2346400,2006-05-07,María
2045,2046,2006-01-09,Industrial,Alquiler,Girona,256,2331648,2006-11-26,Luisa
2051,2052,2006-01-11,Industrial,Alquiler,Girona,68,386036,2006-10-14,Jesús
2052,2053,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07,María
2055,2056,2006-01-12,Piso,Alquiler,Girona,289,2462280,2007-01-05,Jesús
2065,2066,2006-01-14,Local,Alquiler,Girona,165,1461570,2006-10-17,Carmen
2072,2073,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16,María
2079,2080,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21,María
2080,2081,2006-01-18,Local,Venta,Girona,66,500610,2006-05-15,Luisa
2082,2083,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28,María
2083,2084,2006-01-19,Parking,Alquiler,Girona,188,1422220,2006-07-20,María
2084,2085,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28,María
2085,2086,2006-01-20,Local,Alquiler,Girona,256,1428480,2006-06-26,Pedro
2091,2092,2006-01-23,Suelo,Venta,Girona,85,472685,2006-09-01,Pedro
2093,2094,2006-01-23,Casa,Alquiler,Girona,154,1427118,2006-10-03,Pedro
2097,2098,2006-01-24,Oficina,Alquiler,Girona,123,1133199,2006-09-23,Luisa
2118,2119,2006-01-29,Suelo,Alquiler,Girona,98,509600,2006-11-10,Pedro
2119,2120,2006-01-30,Oficina,Alquiler,Girona,75,378900,2006-12-16,Carmen
2121,2122,2006-01-30,Oficina,Alquiler,Girona,123,757434,2006-08-23,Pedro
2137,2138,2006-02-04,Parking,Venta,Girona,108,1041120,2006-05-07,Pedro
2153,2154,2006-02-09,Oficina,Venta,Girona,200,1539800,2006-12-25,Carmen
2154,2155,2006-02-09,Industrial,Alquiler,Girona,252,1949220,2006-10-20,Carmen
2165,2166,2006-02-14,Parking,Alquiler,Girona,131,1163542,2007-01-18,Luisa
2177,2178,2006-02-17,Industrial,Venta,Girona,271,2108109,2006-12-24,Pedro
2178,2179,2006-02-17,Oficina,Venta,Girona,127,928243,2006-05-25,María
2184,2185,2006-02-18,Local,Alquiler,Girona,88,770968,2006-10-27,Luisa
2187,2188,2006-02-20,Oficina,Venta,Girona,245,1660120,2006-11-26,Pedro
2188,2189,2006-02-20,Local,Venta,Girona,271,1647409,2007-01-12,Pedro
2199,2200,2006-02-23,Casa,Venta,Girona,272,1586032,2007-01-23,María
2205,2206,2006-02-28,Casa,Venta,Girona,121,1002122,2006-07-13,Pedro
2212,2213,2006-03-02,Suelo,Alquiler,Girona,97,493924,2007-01-21,Luisa
2213,2214,2006-03-02,Industrial,Venta,Girona,249,1882440,2006-12-16,Carmen
2215,2216,2006-03-03,Casa,Alquiler,Girona,125,657500,2007-03-02,Carmen
2220,2221,2006-03-04,Parking,Alquiler,Girona,269,1908286,2007-01-29,Jesús
2221,2222,2006-03-04,Industrial,Venta,Girona,201,1929198,2006-08-16,María
2222,2223,2006-03-04,Piso,Alquiler,Girona,99,927927,2006-09-04,María
2225,2226,2006-03-05,Oficina,Alquiler,Girona,177,980934,2006-09-11,Luisa
2226,2227,2006-03-06,Casa,Venta,Girona,131,732028,2006-07-04,Pedro
2229,2230,2006-03-06,Local,Alquiler,Girona,143,1205347,2006-12-22,María
2230,2231,2006-03-07,Industrial,Alquiler,Girona,223,1510825,2006-06-19,Luisa
2232,2233,2006-03-07,Suelo,Alquiler,Girona,162,1202850,2006-11-30,Pedro
2239,2240,2006-03-09,Casa,Venta,Girona,52,503828,2006-09-26,Jesús
2240,2241,2006-03-11,Suelo,Alquiler,Girona,258,1930614,2006-07-07,Joaquín
2243,2244,2006-03-12,Casa,Alquiler,Girona,150,1159650,2006-09-22,Joaquín
2245,2246,2006-03-13,Industrial,Alquiler,Girona,240,2175360,2006-09-07,Luisa
2248,2249,2006-03-14,Suelo,Venta,Girona,229,1243699,2007-02-11,María
2250,2251,2006-03-15,Casa,Alquiler,Girona,283,1219730,2006-07-26,Pedro
2256,2257,2006-03-17,Piso,Alquiler,Girona,196,1611708,2007-01-08,Jesús
2258,2259,2006-03-19,Oficina,Alquiler,Girona,286,1413698,2007-03-15,Carmen
2265,2266,2006-03-21,Oficina,Venta,Girona,290,2797050,2006-10-02,Luisa
2267,2268,2006-03-21,Parking,Alquiler,Girona,97,885998,2007-01-31,Carmen
2269,2270,2006-03-23,Oficina,Venta,Girona,202,823150,2007-01-31,Jesús
2270,2271,2006-03-23,Local,Alquiler,Girona,225,1501650,2006-06-22,Jesús
2276,2277,2006-03-26,Oficina,Venta,Girona,263,2034042,2006-09-08,Carmen
2282,2283,2006-03-29,Oficina,Alquiler,Girona,42,238014,2006-09-04,Pedro
2283,2284,2006-03-29,Local,Alquiler,Girona,70,433370,2006-09-20,María
2284,2285,2006-03-30,Piso,Venta,Girona,203,875336,2006-08-28,María
2287,2288,2006-03-30,Industrial,Venta,Girona,134,780148,2006-08-23,Joaquín
2290,2291,2006-03-31,Piso,Venta,Girona,283,1227937,2006-12-31,Joaquín
2298,2299,2006-04-02,Industrial,Alquiler,Girona,41,403727,2006-12-26,Jesús
2302,2303,2006-04-03,Industrial,Alquiler,Girona,79,595660,2006-09-03,Pedro
2309,2310,2006-04-06,Suelo,Venta,Girona,82,593352,2006-11-25,Joaquín
2310,2311,2006-04-06,Suelo,Alquiler,Girona,80,770800,2006-11-02,Pedro
2311,2312,2006-04-07,Parking,Alquiler,Girona,261,1189377,2006-09-19,Jesús
2312,2313,2006-04-07,Suelo,Alquiler,Girona,82,418610,2007-03-03,Joaquín
2315,2316,2006-04-07,Parking,Venta,Girona,181,1789185,2007-01-27,Carmen
2323,2324,2006-04-10,Piso,Venta,Girona,182,1400308,2007-01-07,Joaquín
2325,2326,2006-04-10,Casa,Venta,Girona,89,729444,2006-12-27,Luisa
2334,2335,2006-04-14,Oficina,Venta,Girona,265,1944570,2006-09-27,Luisa
2337,2338,2006-04-15,Industrial,Alquiler,Girona,154,960960,2007-03-23,Jesús
2340,2341,2006-04-17,Piso,Venta,Girona,220,1282820,2006-11-25,Carmen
2343,2344,2006-04-20,Oficina,Alquiler,Girona,120,1085160,2006-08-14,Luisa
2346,2347,2006-04-21,Oficina,Venta,Girona,205,886215,2006-12-05,Carmen
2348,2349,2006-04-22,Casa,Venta,Girona,107,668322,2007-04-13,María
2355,2356,2006-04-23,Parking,Venta,Girona,199,1777866,2006-12-23,Jesús
2356,2357,2006-04-23,Industrial,Alquiler,Girona,75,622200,2006-11-26,María
2357,2358,2006-04-23,Suelo,Venta,Girona,287,1567020,2006-08-17,Carmen
2358,2359,2006-04-25,Suelo,Alquiler,Girona,193,1363352,2007-04-02,Carmen
2363,2364,2006-04-28,Parking,Alquiler,Girona,70,533680,2007-01-09,María
2371,2372,2006-04-30,Local,Alquiler,Girona,220,1548800,2006-10-04,María
2374,2375,2006-05-01,Local,Venta,Girona,138,686826,2007-04-30,María
2376,2377,2006-05-01,Parking,Alquiler,Girona,123,984369,2007-03-23,Pedro
2380,2381,2006-05-02,Parking,Venta,Girona,205,1921260,2006-12-17,María
2382,2383,2006-05-03,Industrial,Alquiler,Girona,250,1002500,2007-01-16,Carmen
2383,2384,2006-05-03,Casa,Venta,Girona,91,680043,2007-02-03,Pedro
2386,2387,2006-05-04,Casa,Venta,Girona,294,1784580,2007-01-28,Luisa
2388,2389,2006-05-05,Local,Alquiler,Girona,250,2281250,2007-03-08,Luisa
2393,2394,2006-05-09,Industrial,Venta,Girona,171,708795,2007-04-07,Carmen
2400,2401,2006-05-13,Local,Venta,Girona,216,2144448,2007-01-26,María
2403,2404,2006-05-13,Oficina,Venta,Girona,221,1356498,2006-10-10,Luisa
2411,2412,2006-05-16,Local,Alquiler,Girona,277,1802993,2007-03-01,Joaquín
2414,2415,2006-05-16,Oficina,Venta,Girona,295,2200405,2007-03-24,María
2415,2416,2006-05-16,Suelo,Venta,Girona,179,832529,2006-09-29,Jesús
2416,2417,2006-05-17,Local,Venta,Girona,184,1113016,2007-01-15,María
2417,2418,2006-05-18,Industrial,Alquiler,Girona,167,853370,2006-09-22,María
2422,2423,2006-05-20,Oficina,Alquiler,Girona,156,1294176,2006-10-05,Carmen
2425,2426,2006-05-20,Suelo,Venta,Girona,247,2320565,2007-05-01,Jesús
2428,2429,2006-05-21,Casa,Venta,Girona,273,2682225,,
2429,2430,2006-05-21,Casa,Venta,Girona,245,2037420,2007-04-04,Pedro
2432,2433,2006-05-22,Piso,Venta,Girona,203,1315846,2007-02-27,Carmen
2435,2436,2006-05-25,Suelo,Venta,Girona,61,380274,,
2439,2440,2006-05-26,Industrial,Alquiler,Girona,278,2336590,2006-12-26,Luisa
2442,2443,2006-05-27,Piso,Alquiler,Girona,233,1682260,,
2445,2446,2006-05-28,Piso,Alquiler,Girona,253,1162788,2007-01-22,Luisa
2446,2447,2006-05-28,Piso,Venta,Girona,106,922200,2007-03-16,Pedro
2449,2450,2006-05-29,Parking,Venta,Girona,202,1524898,2006-12-28,Carmen
2460,2461,2006-06-02,Parking,Alquiler,Girona,189,1342278,2006-12-16,Carmen
2462,2463,2006-06-03,Piso,Venta,Girona,110,1026300,2007-02-08,Luisa
2469,2470,2006-06-04,Parking,Venta,Girona,129,616878,2006-11-21,María
2477,2478,2006-06-06,Suelo,Venta,Girona,294,2353176,2006-10-26,Pedro
2482,2483,2006-06-07,Industrial,Alquiler,Girona,169,1447316,,
2485,2486,2006-06-08,Casa,Venta,Girona,115,1147585,2006-11-13,Joaquín
2486,2487,2006-06-08,Suelo,Alquiler,Girona,71,378359,2007-01-11,Pedro
2490,2491,2006-06-10,Local,Venta,Girona,160,1368480,2007-01-07,Joaquín
2491,2492,2006-06-10,Local,Venta,Girona,90,872280,2007-04-17,Joaquín
2493,2494,2006-06-11,Casa,Venta,Girona,77,745822,2006-12-21,Jesús
2494,2495,2006-06-11,Piso,Venta,Girona,98,918652,,
2500,2501,2006-06-11,Casa,Alquiler,Girona,231,2069529,2006-12-24,Jesús
2502,2503,2006-06-13,Parking,Venta,Girona,282,2717634,2006-11-30,Pedro
2505,2506,2006-06-15,Local,Alquiler,Girona,161,1027180,2006-10-17,María
2507,2508,2006-06-15,Suelo,Venta,Girona,204,1267452,,
2516,2517,2006-06-18,Local,Alquiler,Girona,297,2162160,2006-12-28,Jesús
2519,2520,2006-06-21,Oficina,Venta,Girona,277,2250348,2007-04-21,Jesús
2521,2522,2006-06-21,Local,Alquiler,Girona,97,620218,2007-02-02,Jesús
2533,2534,2006-06-25,Oficina,Venta,Girona,246,1087812,2006-10-24,Jesús
2535,2536,2006-06-27,Piso,Venta,Girona,214,1988702,,
