,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
3059,3060,2007-01-14,Suelo,Alquiler,Barcelona,289,2427311,,
3066,3067,2007-01-16,Piso,Venta,Barcelona,256,1856000,,
3077,3078,2007-01-20,Industrial,Venta,Barcelona,239,1517889,,
3081,3082,2007-01-21,Parking,Alquiler,Barcelona,268,1420132,,
3098,3099,2007-01-29,Oficina,Alquiler,Barcelona,296,2563064,,
3099,3100,2007-01-29,Parking,Venta,Barcelona,230,1445090,,
3153,3154,2007-02-20,Casa,Venta,Barcelona,281,1527516,,
3157,3158,2007-02-22,Local,Venta,Barcelona,267,1127274,,
3161,3162,2007-02-23,Industrial,Venta,Barcelona,261,2186658,,
3172,3173,2007-02-27,Suelo,Venta,Barcelona,279,1395837,,
3183,3184,2007-03-03,Piso,Alquiler,Barcelona,266,2233602,,
3184,3185,2007-03-03,Industrial,Venta,Barcelona,251,1913624,,
3189,3190,2007-03-05,Parking,Venta,Barcelona,213,1324008,,
3191,3192,2007-03-05,Piso,Venta,Barcelona,280,2439640,,
3201,3202,2007-03-09,Oficina,Venta,Barcelona,298,1360966,,
3244,3245,2007-03-22,Industrial,Alquiler,Barcelona,283,1800729,,
3267,3268,2007-04-01,Industrial,Alquiler,Barcelona,300,2908500,,
3281,3282,2007-04-06,Parking,Alquiler,Barcelona,220,1296900,,
3285,3286,2007-04-07,Suelo,Alquiler,Barcelona,257,2490587,,
3287,3288,2007-04-09,Local,Alquiler,Barcelona,293,2065357,,
3302,3303,2007-04-12,Local,Alquiler,Barcelona,229,916229,,
3313,3314,2007-04-18,Casa,Venta,Barcelona,284,1808512,,
3322,3323,2007-04-23,Piso,Venta,Barcelona,283,2686236,,
3325,3326,2007-04-25,Industrial,Alquiler,Barcelona,296,2078216,,
3328,3329,2007-04-26,Piso,Venta,Barcelona,264,2517504,,
